
query 1: retrieve all 'fashion' products with attributes
product: Sleek Sneakers 236, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Sleek Sneakers 516, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Men'}
product: Nordic T-Shirt 624, attributes: {'material': 'Leather', 'style': 'Streetwear', 'gender': 'Men'}
product: Ergonomic Jeans 418, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Men'}
product: Compact T-Shirt 222, attributes: {'material': 'Cotton', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Minimalist Sneakers 211, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Unisex'}
product: Smart Sneakers 234, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Pro T-Shirt 903, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Men'}
product: Modern Watch 679, attributes: {'material': 'Wool', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Organic Dress 149, attributes: {'material': 'Wool', 'style': 'Casual', 'gender': 'Unisex'}
product: Smart Dress 220, attributes: {'material': 'Polyester', 'style': 'Casual', 'gender': 'Women'}
product: Industrial Dress 373, attributes: {'material': 'Leather', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Minimalist Jeans 103, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Ultra-light T-Shirt 125, attributes: {'material': 'Wool', 'style': 'Athleisure', 'gender': 'Women'}
product: Vintage Jeans 945, attributes: {'material': 'Leather', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Industrial T-Shirt 793, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Women'}
product: Essential Jeans 945, attributes: {'material': 'Polyester', 'style': 'Casual', 'gender': 'Women'}
product: Eco-friendly Sneakers 308, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Urban Watch 164, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Unisex'}
product: Organic Jacket 636, attributes: {'material': 'Cotton', 'style': 'Casual', 'gender': 'Unisex'}
product: Vintage Sneakers 821, attributes: {'material': 'Leather', 'style': 'Formal', 'gender': 'Unisex'}
product: Durable Dress 391, attributes: {'material': 'Wool', 'style': 'Casual', 'gender': 'Men'}
product: Durable Sneakers 720, attributes: {'material': 'Polyester', 'style': 'Athleisure', 'gender': 'Women'}
product: Durable Jeans 808, attributes: {'material': 'Polyester', 'style': 'Athleisure', 'gender': 'Men'}
product: Ultra-light Watch 553, attributes: {'material': 'Polyester', 'style': 'Casual', 'gender': 'Unisex'}
product: Minimalist Sneakers 956, attributes: {'material': 'Leather', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Compact Dress 427, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Vintage T-Shirt 169, attributes: {'material': 'Leather', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Sleek Sneakers 518, attributes: {'material': 'Cotton', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Organic Watch 832, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Women'}
product: Nordic Sneakers 673, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Women'}
product: Luxury Sneakers 350, attributes: {'material': 'Polyester', 'style': 'Athleisure', 'gender': 'Men'}
product: Organic Watch 523, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Women'}
product: Futuristic Watch 774, attributes: {'material': 'Cotton', 'style': 'Athleisure', 'gender': 'Men'}
product: Essential Jeans 372, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Women'}
product: Luxury Watch 347, attributes: {'material': 'Leather', 'style': 'Formal', 'gender': 'Unisex'}
product: Vintage T-Shirt 899, attributes: {'material': 'Cotton', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Pro Watch 304, attributes: {'material': 'Polyester', 'style': 'Formal', 'gender': 'Men'}
product: Organic Watch 499, attributes: {'material': 'Polyester', 'style': 'Formal', 'gender': 'Unisex'}
product: Handcrafted Watch 559, attributes: {'material': 'Leather', 'style': 'Streetwear', 'gender': 'Women'}
product: Modern Dress 291, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Men'}
product: Premium T-Shirt 925, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Unisex'}
product: Organic Dress 967, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Retro Sneakers 620, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Men'}
product: Futuristic Watch 353, attributes: {'material': 'Leather', 'style': 'Casual', 'gender': 'Men'}
product: Retro Dress 990, attributes: {'material': 'Cotton', 'style': 'Athleisure', 'gender': 'Men'}
product: Futuristic Sneakers 331, attributes: {'material': 'Leather', 'style': 'Formal', 'gender': 'Women'}
product: Minimalist T-Shirt 282, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Men'}
product: Heavy-duty Sneakers 156, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Women'}
product: Minimalist Jeans 521, attributes: {'material': 'Cotton', 'style': 'Athleisure', 'gender': 'Men'}
product: Compact Jeans 195, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Women'}
product: Organic Jeans 750, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Men'}
product: Pro Watch 650, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Men'}
product: Minimalist Jacket 701, attributes: {'material': 'Leather', 'style': 'Streetwear', 'gender': 'Women'}
product: Durable Watch 779, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Unisex'}
product: Compact Jacket 230, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Women'}
product: Compact T-Shirt 636, attributes: {'material': 'Leather', 'style': 'Streetwear', 'gender': 'Men'}
product: Ergonomic Sneakers 897, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Men'}
product: Modern Watch 522, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Men'}
product: Ergonomic T-Shirt 230, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Men'}
product: Handcrafted Sneakers 357, attributes: {'material': 'Polyester', 'style': 'Athleisure', 'gender': 'Men'}
product: Minimalist Jacket 480, attributes: {'material': 'Wool', 'style': 'Casual', 'gender': 'Unisex'}
product: Eco-friendly Jeans 884, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Men'}
product: Heavy-duty Dress 951, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Men'}
product: Artisan Watch 388, attributes: {'material': 'Polyester', 'style': 'Athleisure', 'gender': 'Men'}
product: Minimalist Watch 631, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Pro Jacket 282, attributes: {'material': 'Cotton', 'style': 'Athleisure', 'gender': 'Women'}
product: Nordic Watch 984, attributes: {'material': 'Wool', 'style': 'Athleisure', 'gender': 'Men'}
product: Modern Jacket 245, attributes: {'material': 'Wool', 'style': 'Athleisure', 'gender': 'Men'}
product: Industrial Jeans 849, attributes: {'material': 'Polyester', 'style': 'Casual', 'gender': 'Women'}
product: Modern Dress 321, attributes: {'material': 'Wool', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Retro Dress 737, attributes: {'material': 'Leather', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Smart Watch 633, attributes: {'material': 'Wool', 'style': 'Casual', 'gender': 'Women'}
product: Artisan Jeans 535, attributes: {'material': 'Polyester', 'style': 'Streetwear', 'gender': 'Women'}
product: Urban Watch 645, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Men'}
product: Urban T-Shirt 986, attributes: {'material': 'Cotton', 'style': 'Casual', 'gender': 'Unisex'}
product: Artisan T-Shirt 201, attributes: {'material': 'Leather', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Minimalist T-Shirt 412, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Unisex'}
product: Durable Dress 156, attributes: {'material': 'Denim', 'style': 'Casual', 'gender': 'Women'}
product: Urban T-Shirt 162, attributes: {'material': 'Polyester', 'style': 'Casual', 'gender': 'Unisex'}
product: Urban Dress 706, attributes: {'material': 'Polyester', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Organic Jeans 834, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Minimalist Dress 269, attributes: {'material': 'Polyester', 'style': 'Streetwear', 'gender': 'Women'}
product: Eco-friendly Jeans 882, attributes: {'material': 'Leather', 'style': 'Athleisure', 'gender': 'Women'}
product: Futuristic Jacket 654, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Women'}
product: Ultra-light Watch 669, attributes: {'material': 'Cotton', 'style': 'Casual', 'gender': 'Unisex'}
product: Premium Watch 109, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Unisex'}
product: Modern Jacket 855, attributes: {'material': 'Polyester', 'style': 'Athleisure', 'gender': 'Men'}
product: Durable Jacket 622, attributes: {'material': 'Leather', 'style': 'Formal', 'gender': 'Unisex'}
product: Retro Sneakers 756, attributes: {'material': 'Polyester', 'style': 'Streetwear', 'gender': 'Men'}
product: Nordic T-Shirt 859, attributes: {'material': 'Polyester', 'style': 'Formal', 'gender': 'Unisex'}
product: Ergonomic Jacket 345, attributes: {'material': 'Leather', 'style': 'Formal', 'gender': 'Unisex'}
product: Artisan Sneakers 702, attributes: {'material': 'Leather', 'style': 'Casual', 'gender': 'Unisex'}
product: Durable Jeans 913, attributes: {'material': 'Denim', 'style': 'Casual', 'gender': 'Women'}
product: Smart Watch 154, attributes: {'material': 'Polyester', 'style': 'Casual', 'gender': 'Women'}
product: Nordic T-Shirt 340, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Men'}
product: Minimalist Dress 514, attributes: {'material': 'Cotton', 'style': 'Casual', 'gender': 'Men'}
product: Compact Jacket 195, attributes: {'material': 'Leather', 'style': 'Formal', 'gender': 'Men'}
product: Urban Sneakers 397, attributes: {'material': 'Leather', 'style': 'Formal', 'gender': 'Men'}
product: Vintage T-Shirt 357, attributes: {'material': 'Leather', 'style': 'Casual', 'gender': 'Unisex'}
product: Essential T-Shirt 760, attributes: {'material': 'Leather', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Premium T-Shirt 788, attributes: {'material': 'Cotton', 'style': 'Casual', 'gender': 'Women'}
product: Organic T-Shirt 683, attributes: {'material': 'Polyester', 'style': 'Formal', 'gender': 'Men'}
product: Compact Sneakers 915, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Men'}
product: Handcrafted T-Shirt 977, attributes: {'material': 'Wool', 'style': 'Athleisure', 'gender': 'Women'}
product: Ultra-light T-Shirt 610, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Women'}
product: Urban Jeans 765, attributes: {'material': 'Wool', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Retro Jeans 649, attributes: {'material': 'Polyester', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Organic Dress 432, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Heavy-duty Watch 999, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Men'}
product: Modern T-Shirt 724, attributes: {'material': 'Denim', 'style': 'Casual', 'gender': 'Women'}
product: Minimalist Dress 601, attributes: {'material': 'Leather', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Luxury Dress 232, attributes: {'material': 'Polyester', 'style': 'Formal', 'gender': 'Men'}
product: Smart Watch 100, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Men'}
product: Smart Watch 165, attributes: {'material': 'Denim', 'style': 'Streetwear', 'gender': 'Men'}
product: Premium Watch 328, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Men'}
product: Organic Watch 396, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Men'}
product: Durable T-Shirt 155, attributes: {'material': 'Leather', 'style': 'Formal', 'gender': 'Women'}
product: Ergonomic Watch 892, attributes: {'material': 'Wool', 'style': 'Athleisure', 'gender': 'Unisex'}
product: Ergonomic Dress 338, attributes: {'material': 'Cotton', 'style': 'Casual', 'gender': 'Unisex'}
product: Premium Dress 242, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Women'}
product: Essential Jeans 658, attributes: {'material': 'Denim', 'style': 'Casual', 'gender': 'Women'}
product: Pro Sneakers 146, attributes: {'material': 'Cotton', 'style': 'Casual', 'gender': 'Unisex'}
product: Retro Dress 591, attributes: {'material': 'Polyester', 'style': 'Streetwear', 'gender': 'Men'}
product: Modern Watch 824, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Men'}
product: Ergonomic Jacket 858, attributes: {'material': 'Polyester', 'style': 'Formal', 'gender': 'Unisex'}
product: Essential Watch 970, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Women'}
product: Minimalist T-Shirt 809, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Men'}
product: Handcrafted Jacket 300, attributes: {'material': 'Polyester', 'style': 'Athleisure', 'gender': 'Men'}
product: Premium Jacket 892, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Men'}
product: Modern Jacket 242, attributes: {'material': 'Polyester', 'style': 'Streetwear', 'gender': 'Men'}
product: Futuristic Jacket 177, attributes: {'material': 'Denim', 'style': 'Casual', 'gender': 'Men'}
product: Futuristic Jeans 382, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Women'}
product: Heavy-duty Watch 860, attributes: {'material': 'Polyester', 'style': 'Casual', 'gender': 'Men'}
product: Nordic Dress 947, attributes: {'material': 'Polyester', 'style': 'Athleisure', 'gender': 'Men'}
product: Artisan Watch 241, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Men'}
product: Essential Dress 505, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Unisex'}
product: Smart Watch 503, attributes: {'material': 'Denim', 'style': 'Formal', 'gender': 'Women'}
product: Heavy-duty Dress 746, attributes: {'material': 'Cotton', 'style': 'Athleisure', 'gender': 'Men'}
product: Urban Dress 317, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Women'}
product: Luxury Dress 455, attributes: {'material': 'Wool', 'style': 'Casual', 'gender': 'Women'}
product: Sleek Jacket 144, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Women'}
product: Premium T-Shirt 385, attributes: {'material': 'Leather', 'style': 'Athleisure', 'gender': 'Men'}
product: Vintage Jeans 903, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Women'}
product: Ergonomic Watch 122, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Women'}
product: Compact Jeans 820, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Women'}
product: Heavy-duty Jeans 410, attributes: {'material': 'Denim', 'style': 'Casual', 'gender': 'Unisex'}
product: Essential Jeans 212, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Women'}
product: Handcrafted Jacket 705, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Unisex'}
product: Minimalist Watch 633, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Women'}
product: Artisan T-Shirt 420, attributes: {'material': 'Cotton', 'style': 'Casual', 'gender': 'Unisex'}
product: Minimalist T-Shirt 565, attributes: {'material': 'Wool', 'style': 'Formal', 'gender': 'Men'}
product: Premium T-Shirt 420, attributes: {'material': 'Leather', 'style': 'Athleisure', 'gender': 'Women'}
product: Ultra-light Watch 937, attributes: {'material': 'Leather', 'style': 'Casual', 'gender': 'Women'}
product: Durable Jacket 507, attributes: {'material': 'Wool', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Vintage T-Shirt 134, attributes: {'material': 'Cotton', 'style': 'Formal', 'gender': 'Unisex'}
product: Modern Sneakers 502, attributes: {'material': 'Polyester', 'style': 'Casual', 'gender': 'Women'}
product: Nordic Jacket 224, attributes: {'material': 'Cotton', 'style': 'Casual', 'gender': 'Unisex'}
product: Ergonomic T-Shirt 296, attributes: {'material': 'Cotton', 'style': 'Streetwear', 'gender': 'Unisex'}
product: Sleek Sneakers 311, attributes: {'material': 'Polyester', 'style': 'Formal', 'gender': 'Men'}
product: Minimalist Sneakers 430, attributes: {'material': 'Denim', 'style': 'Casual', 'gender': 'Unisex'}
